book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
378,The Namesake,The Namesake,93,Jhumpa Lahiri,3.96,https://images.gr-assets.com/books/1480106986m/33917.jpg,https://images.gr-assets.com/books/1480106986s/33917.jpg
379,"A Discovery of Witches (All Souls Trilogy, #1)",A Discovery of Witches,99,Deborah Harkness,3.99,https://images.gr-assets.com/books/1322168805m/8667848.jpg,https://images.gr-assets.com/books/1322168805s/8667848.jpg
380,Norwegian Wood,ノルウェイの森 [Noruwei no Mori],232,"Haruki Murakami, Jay Rubin",4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
381,Where the Heart Is,Where the Heart Is,54,Billie Letts,4.0,https://images.gr-assets.com/books/1327959469m/5168.jpg,https://images.gr-assets.com/books/1327959469s/5168.jpg
382,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",86,"John Green, David Levithan",3.84,https://images.gr-assets.com/books/1368393890m/6567017.jpg,https://images.gr-assets.com/books/1368393890s/6567017.jpg
383,A Million Little Pieces,A Million Little Pieces,69,James Frey,3.62,https://images.gr-assets.com/books/1483206985m/1241.jpg,https://images.gr-assets.com/books/1483206985s/1241.jpg
384,"Frostbite (Vampire Academy, #2)",Frostbite,93,Richelle Mead,4.3,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Quiet: The Power of Introverts in a World that Can't Stop Talking,86,Susan Cain,4.04,https://images.gr-assets.com/books/1328562861m/8520610.jpg,https://images.gr-assets.com/books/1328562861s/8520610.jpg
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Island of the Blue Dolphins,127,Scott O'Dell,3.8,https://images.gr-assets.com/books/1475166260m/233818.jpg,https://images.gr-assets.com/books/1475166260s/233818.jpg
387,The Crucible,The Crucible,133,"Arthur Miller, Christopher Bigsby",3.55,https://images.gr-assets.com/books/1447764813m/17250.jpg,https://images.gr-assets.com/books/1447764813s/17250.jpg
388,"Hatchet (Brian's Saga, #1)",Hatchet,93,Gary Paulsen,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
389,"The Final Empire (Mistborn, #1)",Mistborn : The Final Empire,75,Brandon Sanderson,4.43,https://images.gr-assets.com/books/1480717416m/68428.jpg,https://images.gr-assets.com/books/1480717416s/68428.jpg
390,The Strange Case of Dr. Jekyll and Mr. Hyde,The Strange Case of Dr Jekyll and Mr Hyde,1974,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",3.79,https://images.gr-assets.com/books/1318116526m/51496.jpg,https://images.gr-assets.com/books/1318116526s/51496.jpg
391,The Lorax,The Lorax,40,Dr. Seuss,4.35,https://images.gr-assets.com/books/1327879938m/7784.jpg,https://images.gr-assets.com/books/1327879938s/7784.jpg
393,"Throne of Glass (Throne of Glass, #1)",Throne of Glass,73,Sarah J. Maas,4.24,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg
394,"Shadow Kiss (Vampire Academy, #3)",Shadow Kiss,88,Richelle Mead,4.37,https://images.gr-assets.com/books/1361099049m/2802316.jpg,https://images.gr-assets.com/books/1361099049s/2802316.jpg
395,For Whom the Bell Tolls,For Whom the Bell Tolls,371,Ernest Hemingway,3.95,https://images.gr-assets.com/books/1492591524m/46170.jpg,https://images.gr-assets.com/books/1492591524s/46170.jpg
396,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,69,Jamie Ford,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
397,Perfume: The Story of a Murderer,Das Parfum. Die Geschichte eines Mörders,364,"Patrick Süskind, John E. Woods",4.0,https://images.gr-assets.com/books/1409112276m/343.jpg,https://images.gr-assets.com/books/1409112276s/343.jpg
398,Fast Food Nation: The Dark Side of the All-American Meal,Fast Food Nation : The Dark Side of the All-American Meal ,61,Eric Schlosser,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
399,The Tales of Beedle the Bard,The Tales of Beedle the Bard,131,J.K. Rowling,4.06,https://images.gr-assets.com/books/1373467575m/3950967.jpg,https://images.gr-assets.com/books/1373467575s/3950967.jpg
400,Neuromancer,Neuromancer,143,William Gibson,3.88,https://images.gr-assets.com/books/1167348726m/22328.jpg,https://images.gr-assets.com/books/1167348726s/22328.jpg
401,A Farewell to Arms,A Farewell to Arms,425,Ernest Hemingway,3.79,https://images.gr-assets.com/books/1313714836m/10799.jpg,https://images.gr-assets.com/books/1313714836s/10799.jpg
402,The Tell-Tale Heart and Other Writings,The Tell-Tale Heart,12,Edgar Allan Poe,4.15,https://images.gr-assets.com/books/1327936583m/391729.jpg,https://images.gr-assets.com/books/1327936583s/391729.jpg
403,The Art of War,孫子兵法 [Sūnzi bīngfǎ],1865,"Sun Tzu, Thomas Cleary",3.95,https://images.gr-assets.com/books/1453417993m/10534.jpg,https://images.gr-assets.com/books/1453417993s/10534.jpg
404,Defending Jacob,Defending Jacob,76,William Landay,3.97,https://images.gr-assets.com/books/1329612158m/11367726.jpg,https://images.gr-assets.com/books/1329612158s/11367726.jpg
405,Breakfast of Champions,Breakfast of Champions,112,Kurt Vonnegut Jr.,4.08,https://images.gr-assets.com/books/1327934446m/4980.jpg,https://images.gr-assets.com/books/1327934446s/4980.jpg
407,Bel Canto,Bel Canto,77,Ann Patchett,3.92,https://images.gr-assets.com/books/1352997328m/5826.jpg,https://images.gr-assets.com/books/1352997328s/5826.jpg
408,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",118,Jared Diamond,4.0,https://images.gr-assets.com/books/1453215833m/1842.jpg,https://images.gr-assets.com/books/1453215833s/1842.jpg
409,Fried Green Tomatoes at the Whistle Stop Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,94,Fannie Flagg,4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
410,"Things Fall Apart (The African Trilogy, #1)",Things Fall Apart,161,Chinua Achebe,3.61,https://images.gr-assets.com/books/1352082529m/37781.jpg,https://images.gr-assets.com/books/1352082529s/37781.jpg
411,The Undomestic Goddess,The Undomestic Goddess,99,Sophie Kinsella,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,147,Gary Chapman,4.23,https://images.gr-assets.com/books/1369401342m/567795.jpg,https://images.gr-assets.com/books/1369401342s/567795.jpg
413,The Three Musketeers,Les Trois Mousquetaires,1341,Alexandre Dumas,4.06,https://images.gr-assets.com/books/1320436982m/7190.jpg,https://images.gr-assets.com/books/1320436982s/7190.jpg
414,Little Bee,The Other Hand,82,Chris Cleave,3.7,https://images.gr-assets.com/books/1344401905m/6948436.jpg,https://images.gr-assets.com/books/1344401905s/6948436.jpg
415,"Evermore (The Immortals, #1)",Evermore,78,Alyson Noel,3.59,https://images.gr-assets.com/books/1362336360m/3975774.jpg,https://images.gr-assets.com/books/1362336360s/3975774.jpg
416,The Witches,The Witches,174,"Roald Dahl, Quentin Blake",4.17,https://images.gr-assets.com/books/1351707720m/6327.jpg,https://images.gr-assets.com/books/1351707720s/6327.jpg
417,The Thirteenth Tale,The Thirteenth Tale,137,Diane Setterfield,3.95,https://images.gr-assets.com/books/1346267826m/40440.jpg,https://images.gr-assets.com/books/1346267826s/40440.jpg
418,"Spirit Bound (Vampire Academy, #5)",Spirit Bound,71,Richelle Mead,4.37,https://images.gr-assets.com/books/1291168967m/6479259.jpg,https://images.gr-assets.com/books/1291168967s/6479259.jpg
419,"Blood Promise (Vampire Academy, #4)",Blood Promise,76,Richelle Mead,4.35,https://images.gr-assets.com/books/1442530605m/5996153.jpg,https://images.gr-assets.com/books/1442530605s/5996153.jpg
420,Message in a Bottle,Message in a Bottle,133,Nicholas Sparks,3.95,https://images.gr-assets.com/books/1163789140m/3478.jpg,https://images.gr-assets.com/books/1163789140s/3478.jpg
421,The Paris Wife,The Paris Wife,77,Paula McLain,3.79,https://images.gr-assets.com/books/1320545874m/8683812.jpg,https://images.gr-assets.com/books/1320545874s/8683812.jpg
422,"Harry Potter Boxset (Harry Potter, #1-7)",Complete Harry Potter Boxed Set,76,J.K. Rowling,4.74,https://images.gr-assets.com/books/1392579059m/862041.jpg,https://images.gr-assets.com/books/1392579059s/862041.jpg
423,"The Elite (The Selection, #2)",The Elite,84,Kiera Cass,4.02,https://images.gr-assets.com/books/1391454595m/16248068.jpg,https://images.gr-assets.com/books/1391454595s/16248068.jpg
424,The Name of the Rose,Il nome della rosa,428,"Umberto Eco, William Weaver, Seán Barrett",4.11,https://images.gr-assets.com/books/1415375471m/119073.jpg,https://images.gr-assets.com/books/1415375471s/119073.jpg
425,Go Ask Alice,Go Ask Alice,92,"Beatrice Sparks, Anonymous",3.77,https://images.gr-assets.com/books/1327870536m/46799.jpg,https://images.gr-assets.com/books/1327870536s/46799.jpg
426,A Confederacy of Dunces,A Confederacy of Dunces,131,"John Kennedy Toole, Walker Percy",3.89,https://images.gr-assets.com/books/1436747103m/310612.jpg,https://images.gr-assets.com/books/1436747103s/310612.jpg
427,The Importance of Being Earnest,The Importance of Being Earnest,728,Oscar Wilde,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
428,"The Mark of Athena (The Heroes of Olympus, #3)",The Mark of Athena,65,Rick Riordan,4.47,https://images.gr-assets.com/books/1464201354m/12127750.jpg,https://images.gr-assets.com/books/1464201354s/12127750.jpg
429,"The Color of Magic (Discworld, #1; Rincewind #1)",The Colour of Magic,153,Terry Pratchett,3.97,https://images.gr-assets.com/books/1407111017m/34497.jpg,https://images.gr-assets.com/books/1407111017s/34497.jpg
430,Kafka on the Shore,海辺のカフカ [Umibe no Kafuka],157,"Haruki Murakami, Philip Gabriel",4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
431,"Red Dragon (Hannibal Lecter, #1)",Red Dragon,191,Thomas Harris,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
432,"I, Robot (Robot #0.1)","I, Robot",218,Isaac Asimov,4.17,https://images.gr-assets.com/books/1388321463m/41804.jpg,https://images.gr-assets.com/books/1388321463s/41804.jpg
433,"Dark Lover (Black Dagger Brotherhood, #1)",Dark Lover,73,J.R. Ward,4.21,https://images.gr-assets.com/books/1429676285m/42899.jpg,https://images.gr-assets.com/books/1429676285s/42899.jpg
434,"Crescendo (Hush, Hush, #2)",Crescendo,73,Becca Fitzpatrick,4.07,https://images.gr-assets.com/books/1362408146m/7791997.jpg,https://images.gr-assets.com/books/1362408146s/7791997.jpg
435,Before I Fall,Before I Fall,82,Lauren Oliver,3.92,https://images.gr-assets.com/books/1361044695m/6482837.jpg,https://images.gr-assets.com/books/1361044695s/6482837.jpg
436,The God of Small Things,The God of Small Things,168,Arundhati Roy,3.91,https://images.gr-assets.com/books/1436217001m/9777.jpg,https://images.gr-assets.com/books/1436217001s/9777.jpg
437,The Invention of Wings,The Invention of Wings,63,Sue Monk Kidd,4.23,https://images.gr-assets.com/books/1386699861m/18079776.jpg,https://images.gr-assets.com/books/1386699861s/18079776.jpg
438,What Alice Forgot,What Alice Forgot,68,Liane Moriarty,4.05,https://images.gr-assets.com/books/1377159022m/6469165.jpg,https://images.gr-assets.com/books/1377159022s/6469165.jpg
439,A Brief History of Time,A Brief History of Time: From the Big Bang to Black Holes,246,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",4.12,https://images.gr-assets.com/books/1333578746m/3869.jpg,https://images.gr-assets.com/books/1333578746s/3869.jpg
440,"Fall of Giants (The Century Trilogy, #1)",Fall of Giants,140,Ken Follett,4.26,https://images.gr-assets.com/books/1470384630m/7315573.jpg,https://images.gr-assets.com/books/1470384630s/7315573.jpg
441,Under the Dome,Under the Dome,110,Stephen King,3.89,https://images.gr-assets.com/books/1268982908m/6320534.jpg,https://images.gr-assets.com/books/1268982908s/6320534.jpg
442,Snow Crash,Snow Crash,80,Neal Stephenson,4.02,https://images.gr-assets.com/books/1477624625m/830.jpg,https://images.gr-assets.com/books/1477624625s/830.jpg
443,Just Listen,Just Listen,61,Sarah Dessen,4.06,https://images.gr-assets.com/books/1358270741m/51738.jpg,https://images.gr-assets.com/books/1358270741s/51738.jpg
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",Winnie-the-Pooh,244,"A.A. Milne, Ernest H. Shepard",4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
445,Before I Go to Sleep,Before I Go to Sleep,150,S.J. Watson,3.87,https://images.gr-assets.com/books/1358353512m/9736930.jpg,https://images.gr-assets.com/books/1358353512s/9736930.jpg
446,A Study in Scarlet,A Study in Scarlet,1106,Arthur Conan Doyle,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
447,"Brisingr (The Inheritance Cycle, #3)",Brisingr,143,Christopher Paolini,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
448,The Purpose Driven Life: What on Earth Am I Here for?,The Purpose Driven Life: What on Earth am I Here For?,149,Rick Warren,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
449,"Betrayed (House of Night, #2)",Betrayed: a House of Night Novel,80,"P.C. Cast, Kristin Cast",3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
450,"Storm Front (The Dresden Files, #1)",Storm Front,75,Jim Butcher,4.02,https://images.gr-assets.com/books/1419456275m/47212.jpg,https://images.gr-assets.com/books/1419456275s/47212.jpg
451,Northanger Abbey,Northanger Abbey,122,"Jane Austen, Alfred MacAdam",3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
452,"The 5th Wave (The 5th Wave, #1)",The 5th Wave,102,Rick Yancey,4.1,https://images.gr-assets.com/books/1359853842m/16101128.jpg,https://images.gr-assets.com/books/1359853842s/16101128.jpg
453,Cold Mountain,Cold Mountain,97,Charles Frazier,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
454,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,41,"Laura Joffe Numeroff, Felicia Bond",4.24,https://images.gr-assets.com/books/1276046901m/767680.jpg,https://images.gr-assets.com/books/1276046901s/767680.jpg
455,"Something Blue (Darcy & Rachel, #2)",Something Blue,43,Emily Giffin,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
456,A Streetcar Named Desire,A Streetcar Named Desire,109,Tennessee Williams,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
457,The Historian,The Historian,129,Elizabeth Kostova,3.77,https://images.gr-assets.com/books/1338298031m/10692.jpg,https://images.gr-assets.com/books/1338298031s/10692.jpg
458,Station Eleven,Station Eleven,63,Emily St. John Mandel,4.02,https://images.gr-assets.com/books/1451446835m/20170404.jpg,https://images.gr-assets.com/books/1451446835s/20170404.jpg
459,A Man Called Ove,En man som heter Ove,132,"Fredrik Backman, Henning Koch",4.35,https://images.gr-assets.com/books/1405259930m/18774964.jpg,https://images.gr-assets.com/books/1405259930s/18774964.jpg
460,"Clockwork Princess (The Infernal Devices, #3)",Clockwork Princess,79,Cassandra Clare,4.59,https://images.gr-assets.com/books/1436788488m/18335634.jpg,https://images.gr-assets.com/books/1436788488s/18335634.jpg
461,"The Good Earth (House of Earth, #1)",The Good Earth,210,Pearl S. Buck,3.97,https://images.gr-assets.com/books/1312497600m/1078.jpg,https://images.gr-assets.com/books/1312497600s/1078.jpg
463,"Dragonfly in Amber (Outlander, #2)",Dragonfly in Amber,141,Diana Gabaldon,4.31,https://images.gr-assets.com/books/1456114344m/5364.jpg,https://images.gr-assets.com/books/1456114344s/5364.jpg
